duration,age,performance_score,study_hours,stress_level,activity_type_Cooking,activity_type_Exercise,activity_type_Homework,activity_type_Music,activity_type_Reading,activity_type_Social Media,activity_type_Sports,activity_type_TV,activity_type_Video Games,gender_F,gender_M,location_Community Center,location_Friend's House,location_Gym,location_Home,location_Library,location_Park,interest_level_High,interest_level_Low,interest_level_Medium,parental_support_High,parental_support_Low,parental_support_Medium,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive
2.3221655e-06,0.99999744,0.99999857,1.8589116e-06,1.0013492e-06,8.412985e-07,2.6807086e-06,2.007497e-06,0.99998915,0.79657567,4.380653e-06,0.9999976,0.99999785,0.1834626,0.5079671,0.9999994,0.9999869,0.60725975,0.6054881,0.99999505,0.9999985,8.8982307e-07,0.9999978,0.9999985,0.9999991,0.99999857,0.999917,3.2839819e-06,0.18232791,0.88600564,0.999998
3.073575e-06,0.9999967,0.9999979,2.595117e-06,1.4588268e-06,1.1755175e-06,4.136854e-06,3.1987502e-06,0.999986,0.794658,6.003111e-06,0.99999666,0.99999714,0.1839394,0.5057671,0.99999917,0.9999834,0.6062745,0.6068784,0.9999935,0.999998,1.343232e-06,0.9999969,0.9999978,0.9999987,0.99999785,0.99989843,4.5038364e-06,0.18360679,0.8825337,0.99999696
7.2614007e-06,0.99999297,0.9999958,5.935986e-06,3.1918541e-06,3.003986e-06,1.0285237e-05,6.8670493e-06,0.9999762,0.79442406,1.1879178e-05,0.99999195,0.9999939,0.18426156,0.50558054,0.9999978,0.99996775,0.6060287,0.6069459,0.99998283,0.99999404,2.762237e-06,0.9999928,0.9999957,0.9999973,0.9999952,0.99984676,1.0458149e-05,0.18457536,0.88056135,0.99999243
2.302269e-06,0.9999973,0.9999984,2.0794907e-06,1.1883118e-06,8.472123e-07,3.0576618e-06,2.2392207e-06,0.99998885,0.7956699,4.2882534e-06,0.99999744,0.99999756,0.1834647,0.507311,0.9999994,0.999986,0.60626674,0.6061271,0.9999949,0.9999984,8.8007715e-07,0.9999977,0.9999984,0.99999905,0.9999984,0.9999124,3.3886142e-06,0.1833298,0.88443553,0.9999979
3.888833e-06,0.9999963,0.9999973,3.6224426e-06,1.915845e-06,1.5702607e-06,4.9935893e-06,3.9910783e-06,0.99998516,0.7959141,6.6904445e-06,0.9999962,0.99999624,0.18365459,0.50627023,0.9999989,0.99998,0.60658264,0.6062206,0.999992,0.99999744,1.8236387e-06,0.99999654,0.999997,0.99999845,0.99999714,0.99989045,4.7945964e-06,0.18304394,0.8837138,0.9999961
5.557692e-07,0.9999994,0.99999964,5.022006e-07,2.5651858e-07,1.9183555e-07,6.1614344e-07,5.9670214e-07,0.9999974,0.798104,1.0826545e-06,0.9999994,0.9999996,0.18172622,0.51028156,0.9999999,0.99999636,0.60719645,0.60292697,0.9999984,0.99999964,1.855361e-07,0.9999994,0.9999996,0.99999976,0.99999964,0.99996734,9.040796e-07,0.17966455,0.8927121,0.9999995
2.9834953e-06,0.999997,0.99999774,2.6052069e-06,1.4340884e-06,1.1854967e-06,3.2816306e-06,3.113589e-06,0.9999872,0.7964115,5.890433e-06,0.9999971,0.9999967,0.18352887,0.5080035,0.9999992,0.99998325,0.60626,0.60448503,0.9999941,0.99999815,1.3095611e-06,0.9999974,0.9999978,0.9999987,0.9999979,0.9999045,4.011313e-06,0.18122903,0.88793653,0.99999714
1.4274733e-06,0.99999845,0.9999993,1.1047853e-06,6.9304656e-07,5.203899e-07,1.8618355e-06,1.2186899e-06,0.99999285,0.7957106,2.5812894e-06,0.99999833,0.9999989,0.1828921,0.50837266,0.9999996,0.999991,0.60647565,0.60434836,0.99999636,0.9999989,5.2103246e-07,0.9999987,0.9999992,0.99999946,0.9999991,0.99993813,2.10029e-06,0.18198958,0.8871422,0.9999987
1.09592565e-05,0.99998826,0.9999925,8.8152365e-06,5.4090797e-06,4.937818e-06,1.2942105e-05,1.0741631e-05,0.9999647,0.7918267,1.7602488e-05,0.9999897,0.99998945,0.18605804,0.5042902,0.99999666,0.99995387,0.6045948,0.6077475,0.9999796,0.99999213,5.2083406e-06,0.99998975,0.99999213,0.99999493,0.99999255,0.9998091,1.4432834e-05,0.18591021,0.8759743,0.99998975
3.2104765e-06,0.9999965,0.9999979,2.8451561e-06,1.5451673e-06,1.3901836e-06,4.1770445e-06,3.4851148e-06,0.99998826,0.7944565,5.1470583e-06,0.99999636,0.999997,0.18431859,0.5060005,0.9999989,0.99998575,0.6056716,0.60607266,0.9999917,0.9999973,1.3984663e-06,0.9999966,0.9999978,0.9999985,0.9999976,0.9999078,5.7070592e-06,0.18367371,0.88206583,0.9999966
2.02631e-06,0.9999976,0.9999984,1.8655093e-06,9.706539e-07,8.00906e-07,2.3952025e-06,2.158471e-06,0.99999136,0.7961059,3.513233e-06,0.99999785,0.99999803,0.18317352,0.50830823,0.9999994,0.9999872,0.60668385,0.60474885,0.99999535,0.99999887,8.7343903e-07,0.9999981,0.99999833,0.9999991,0.9999984,0.99992144,2.6979174e-06,0.18207139,0.88684475,0.9999979
2.3357538e-06,0.9999974,0.9999985,2.005348e-06,1.0477728e-06,1.0209918e-06,3.075821e-06,2.5608529e-06,0.9999909,0.7966397,3.7192654e-06,0.9999975,0.9999979,0.18254389,0.50712377,0.99999934,0.9999884,0.60674846,0.605562,0.99999386,0.9999984,9.72419e-07,0.9999976,0.99999833,0.9999991,0.9999983,0.9999245,3.8128496e-06,0.18153603,0.88694936,0.9999975
1.8475758e-06,0.999998,0.99999875,1.6849809e-06,9.121285e-07,7.9157064e-07,2.4505605e-06,1.8428615e-06,0.99999195,0.79762274,3.0756364e-06,0.99999815,0.9999983,0.1824763,0.50947785,0.99999946,0.99998945,0.6072991,0.60389435,0.99999577,0.9999987,8.456802e-07,0.9999982,0.9999986,0.99999917,0.9999986,0.9999342,2.8478817e-06,0.18063341,0.8898732,0.99999815
6.0162934e-06,0.9999927,0.99999523,5.759692e-06,3.4139798e-06,2.887531e-06,7.8920475e-06,7.2340913e-06,0.99997485,0.7949834,1.2122716e-05,0.99999326,0.99999386,0.18399608,0.5062829,0.9999979,0.99997056,0.6067173,0.606636,0.99998635,0.9999955,2.7177036e-06,0.9999929,0.99999523,0.9999972,0.9999948,0.99984825,9.049603e-06,0.18376635,0.8825964,0.99999344
2.5408854e-06,0.9999969,0.9999983,2.1925455e-06,1.2738029e-06,1.078806e-06,3.0947876e-06,2.684702e-06,0.9999895,0.79561603,5.010624e-06,0.9999972,0.9999975,0.18411903,0.5072509,0.99999917,0.9999864,0.6061634,0.6051507,0.999994,0.99999833,1.052809e-06,0.99999744,0.9999981,0.9999988,0.99999803,0.99991775,3.7871882e-06,0.18230292,0.88572574,0.9999974
3.9107426e-06,0.9999956,0.99999785,3.0930144e-06,1.8227103e-06,1.6037972e-06,4.8025727e-06,3.340829e-06,0.99998504,0.79428995,7.2898697e-06,0.9999955,0.99999684,0.18400232,0.5066681,0.9999989,0.9999808,0.60601807,0.60583293,0.99999154,0.9999972,1.4154193e-06,0.9999964,0.99999756,0.99999845,0.9999974,0.9998916,5.5568357e-06,0.18337333,0.8833953,0.9999967
4.0569103e-06,0.9999961,0.99999785,2.8149018e-06,1.7875991e-06,1.4136683e-06,5.0460812e-06,3.6428125e-06,0.99998635,0.7942869,5.4689635e-06,0.9999958,0.9999972,0.18367554,0.5056055,0.99999887,0.9999849,0.6057015,0.60637283,0.99999124,0.99999714,1.3752511e-06,0.99999607,0.99999756,0.9999985,0.9999976,0.9999041,5.7754505e-06,0.18357079,0.881501,0.9999964
4.547293e-06,0.9999957,0.99999744,3.4770708e-06,1.955533e-06,1.5289448e-06,5.1469065e-06,3.8443013e-06,0.99998325,0.794032,6.318622e-06,0.9999954,0.9999966,0.18421179,0.5061779,0.9999988,0.99998105,0.60593486,0.6060747,0.99999,0.9999971,1.7485941e-06,0.9999961,0.9999973,0.9999983,0.99999726,0.9998915,6.631729e-06,0.1840522,0.88194835,0.9999962
1.9082793e-06,0.9999981,0.9999988,1.5910887e-06,8.001204e-07,7.420768e-07,2.3571959e-06,1.6396895e-06,0.9999921,0.79541934,2.835329e-06,0.9999979,0.9999985,0.18317613,0.5060787,0.9999995,0.99998957,0.6057128,0.6058115,0.99999535,0.9999987,6.3270437e-07,0.9999982,0.9999989,0.9999993,0.9999988,0.99993354,2.847344e-06,0.18285064,0.88448286,0.9999983
1.2604295e-06,0.99999875,0.9999993,1.0250025e-06,5.598878e-07,4.57968e-07,1.6568956e-06,1.109869e-06,0.9999936,0.7981143,2.3331668e-06,0.99999857,0.99999887,0.18292366,0.509272,0.9999997,0.9999918,0.6077927,0.6039175,0.99999684,0.9999991,5.071497e-07,0.99999887,0.99999905,0.9999995,0.9999991,0.9999434,1.7221992e-06,0.18016838,0.8905934,0.9999988
1.6937356e-06,0.99999803,0.9999991,1.4065249e-06,7.901429e-07,7.578106e-07,2.412435e-06,1.8078379e-06,0.99999255,0.7963339,3.1571092e-06,0.99999785,0.9999985,0.18333353,0.506455,0.9999995,0.99999046,0.60729015,0.60604703,0.9999953,0.99999875,6.6930914e-07,0.9999982,0.9999988,0.9999993,0.9999988,0.99993575,2.9828723e-06,0.18219382,0.88608617,0.99999833
2.7224014e-06,0.9999972,0.99999833,2.6002947e-06,1.2924035e-06,9.910792e-07,3.2787932e-06,2.4329956e-06,0.99998903,0.79617524,4.809723e-06,0.99999714,0.9999978,0.183485,0.50663936,0.99999917,0.9999872,0.607029,0.60592294,0.9999935,0.99999785,1.1031502e-06,0.9999975,0.9999984,0.9999989,0.99999803,0.9999217,4.7048343e-06,0.18261547,0.88567525,0.9999973
2.2317738e-06,0.99999774,0.9999986,1.6885634e-06,1.0384289e-06,8.091946e-07,2.678746e-06,2.35549e-06,0.99999243,0.79516935,3.6202875e-06,0.9999977,0.9999983,0.1830652,0.5073674,0.99999934,0.99999034,0.605547,0.6047427,0.9999945,0.99999845,7.988578e-07,0.9999977,0.99999857,0.9999991,0.99999845,0.9999331,3.8080057e-06,0.18236001,0.885498,0.9999978
2.6156652e-06,0.9999971,0.9999982,2.3721473e-06,1.3343688e-06,1.1271845e-06,3.5909566e-06,2.7206677e-06,0.99998933,0.79629207,4.638873e-06,0.9999969,0.9999974,0.18272007,0.50792086,0.9999992,0.99998564,0.60798675,0.6048038,0.9999939,0.99999803,1.0736055e-06,0.9999973,0.9999979,0.9999989,0.999998,0.9999133,3.8020037e-06,0.18197049,0.88644755,0.99999756
1.4173726e-06,0.99999857,0.9999992,1.0788307e-06,6.309365e-07,4.5377874e-07,1.6166779e-06,1.3369813e-06,0.9999929,0.796296,2.800352e-06,0.99999845,0.9999988,0.1832095,0.50935763,0.9999997,0.99999136,0.606851,0.6044096,0.9999971,0.99999917,5.1445375e-07,0.9999987,0.9999991,0.99999946,0.99999917,0.9999371,1.8160978e-06,0.18164198,0.88859177,0.99999875
1.3810117e-06,0.99999857,0.99999917,1.1129204e-06,5.868145e-07,4.6704872e-07,1.3037367e-06,1.398509e-06,0.9999936,0.7971835,2.148404e-06,0.99999887,0.9999988,0.18241274,0.5098293,0.99999964,0.9999934,0.6066423,0.6030823,0.9999972,0.99999917,5.1232837e-07,0.99999875,0.99999905,0.9999994,0.99999905,0.9999454,2.009441e-06,0.18104322,0.8897241,0.99999875
1.1752176e-05,0.9999881,0.9999935,9.385127e-06,5.5232176e-06,5.4813754e-06,1.4694857e-05,1.0480784e-05,0.9999661,0.7940513,1.7380222e-05,0.9999875,0.99999154,0.18503337,0.50564086,0.9999957,0.99995756,0.60611737,0.6066873,0.99997276,0.999991,4.9516157e-06,0.9999883,0.999993,0.999995,0.99999136,0.99980915,1.6772256e-05,0.18425381,0.88069093,0.99998844
2.1020314e-06,0.9999978,0.99999857,1.7787867e-06,9.789482e-07,7.671289e-07,2.3958285e-06,1.870385e-06,0.99999166,0.79649824,3.4173415e-06,0.9999979,0.9999981,0.1834419,0.5077573,0.9999995,0.9999886,0.6066158,0.6053413,0.99999547,0.9999987,8.292109e-07,0.99999815,0.9999985,0.9999991,0.9999986,0.9999271,3.0473943e-06,0.18118946,0.88721305,0.9999982
1.4494523e-06,0.9999984,0.99999917,1.2250335e-06,6.2967956e-07,4.94154e-07,1.7529953e-06,1.1969569e-06,0.99999297,0.7966241,2.5367306e-06,0.9999985,0.99999875,0.18319786,0.50805426,0.99999964,0.99999106,0.60705996,0.6046287,0.99999684,0.999999,4.8622337e-07,0.99999875,0.99999905,0.9999994,0.9999991,0.9999382,2.1853227e-06,0.18213636,0.8876205,0.99999875
6.8774107e-06,0.9999929,0.9999957,5.8353758e-06,3.4375091e-06,3.1039417e-06,8.4108715e-06,6.5143167e-06,0.99997675,0.7940682,9.686791e-06,0.99999326,0.9999939,0.1839743,0.50640047,0.9999979,0.99997264,0.6059223,0.60626256,0.99998516,0.99999535,2.7973038e-06,0.999993,0.99999523,0.99999696,0.9999947,0.9998606,8.837746e-06,0.18391015,0.8811437,0.99999326
2.931887e-06,0.9999969,0.99999815,2.4207063e-06,1.2056558e-06,1.0275717e-06,3.012067e-06,2.8945149e-06,0.9999901,0.7965269,4.431576e-06,0.99999744,0.9999978,0.18264128,0.5077903,0.9999992,0.999988,0.60705626,0.6050397,0.9999935,0.9999984,1.0279206e-06,0.99999744,0.9999983,0.99999887,0.99999803,0.9999232,4.2946745e-06,0.18195044,0.88732874,0.99999726
3.9529978e-06,0.99999595,0.9999974,3.6543681e-06,1.8897758e-06,1.7838543e-06,5.56934e-06,3.6228882e-06,0.99998385,0.7939831,7.2500525e-06,0.9999959,0.9999965,0.1841998,0.50605524,0.99999875,0.999978,0.605471,0.6054196,0.9999916,0.9999973,1.6502535e-06,0.9999968,0.99999714,0.99999833,0.9999974,0.99988127,4.919764e-06,0.18328486,0.88227344,0.99999595
2.6520281e-06,0.9999969,0.99999845,2.180441e-06,1.3431732e-06,1.0209003e-06,3.4339475e-06,2.6702498e-06,0.9999888,0.79401743,4.423296e-06,0.9999971,0.9999978,0.18408957,0.5069281,0.9999993,0.9999852,0.6056935,0.60533047,0.99999374,0.999998,1.0371957e-06,0.99999726,0.9999983,0.9999988,0.9999983,0.99991137,3.7938687e-06,0.18412201,0.8819195,0.9999975
2.0568484e-06,0.9999977,0.99999845,2.0316857e-06,1.0378309e-06,8.941409e-07,2.433917e-06,2.3379932e-06,0.99999136,0.79697275,3.7195668e-06,0.9999979,0.9999979,0.1826836,0.50777185,0.9999994,0.99998784,0.6067072,0.60489345,0.9999948,0.9999987,1.0445063e-06,0.99999785,0.9999984,0.99999905,0.99999833,0.99992484,2.888969e-06,0.18103243,0.8881538,0.9999979
4.7380865e-07,0.99999946,0.9999997,4.1952984e-07,2.2148235e-07,1.7593754e-07,6.7069567e-07,4.7793526e-07,0.99999696,0.79846144,1.0164373e-06,0.99999946,0.9999996,0.181543,0.50954294,0.9999999,0.9999965,0.6070069,0.60340834,0.99999845,0.99999964,1.9138858e-07,0.9999995,0.99999964,0.9999998,0.99999964,0.99996895,8.81411e-07,0.17905301,0.8933373,0.9999995
4.738945e-06,0.99999464,0.99999684,4.0765503e-06,2.1486683e-06,2.1036076e-06,5.592471e-06,4.8126e-06,0.999981,0.795864,7.86884e-06,0.9999952,0.99999607,0.18430834,0.5069845,0.9999986,0.99997735,0.607118,0.60470605,0.9999895,0.99999684,1.9062567e-06,0.9999952,0.9999968,0.9999979,0.9999964,0.9998803,7.164173e-06,0.1826962,0.8839407,0.9999952
6.700214e-06,0.999993,0.99999595,5.484675e-06,3.3079648e-06,2.6711261e-06,8.485598e-06,6.932607e-06,0.9999765,0.79345214,1.1827993e-05,0.99999243,0.99999416,0.18482767,0.5055758,0.9999978,0.9999723,0.6060481,0.6068288,0.9999854,0.99999505,2.8929474e-06,0.9999936,0.99999547,0.9999973,0.99999547,0.99985176,9.967959e-06,0.1852028,0.87924474,0.9999933
2.1483465e-06,0.99999803,0.9999986,1.7780897e-06,7.8642614e-07,7.3213084e-07,2.4459282e-06,1.9025952e-06,0.9999919,0.7969792,2.8448144e-06,0.9999981,0.99999803,0.18284175,0.5076291,0.9999995,0.99998987,0.6068871,0.60499847,0.99999595,0.9999987,8.5609196e-07,0.99999815,0.9999985,0.99999917,0.99999845,0.99993277,2.8545708e-06,0.18137315,0.88762116,0.99999803
